9936620032,m,44,não,não informada,cic_licenciatura,outros,Vestibular,0.192308,0.769231,0.038462,2.700000,0.967243,80.000000,0.777778,0.000000,4.000000,evaded
9158920022,m,31,não,não informada,cic_bacharelado,outros,Vestibular,0.218750,0.750000,0.031250,2.500000,0.987342,110.000000,0.714286,1.000000,19.000000,evaded
23432920151,m,41,não,pública,engenharia_computacao,outros,Transferência Obrigatória,0.260870,0.608696,0.130435,0.500000,1.000000,2.000000,0.250000,0.000000,2.000000,evaded
7060320002,m,36,não,não informada,cic_bacharelado,outros,Vestibular,0.909091,0.090909,0.000000,0.000000,0.600000,4.000000,0.000000,1.000000,29.000000,evaded
18231620112,f,32,não,particular,cic_licenciatura,df,Vestibular,0.000000,1.000000,0.000000,4.800000,0.973333,24.000000,1.000000,0.000000,0.000000,migrated
23904920152,m,32,não,pública,cic_licenciatura,outros,Portador Diplom Curso Superior,1.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,1.000000,8.000000,evaded
11467820052,m,37,não,não informada,cic_licenciatura,outros,Vestibular,1.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,1.000000,32.000000,evaded
8752320021,m,48,não,não informada,cic_licenciatura,outros,Vestibular,0.600000,0.400000,0.000000,0.000000,0.500000,10.000000,0.000000,0.000000,29.000000,evaded
18969220121,m,36,não,particular,cic_licenciatura,outros,Portador Diplom Curso Superior,0.135135,0.837838,0.027027,0.700000,0.763889,32.000000,0.600000,0.000000,8.000000,evaded
19529220122,m,55,não,pública,engenharia_redes,outros,Portador Diplom Curso Superior,0.300000,0.500000,0.200000,1.000000,0.837175,18.000000,0.666667,0.000000,0.000000,evaded
9568320031,m,33,não,não informada,cic_licenciatura,outros,Transferência Obrigatória,0.117647,0.823529,0.058824,3.900000,1.027851,54.000000,0.250000,0.000000,3.000000,evaded
9478720032,m,38,não,não informada,cic_licenciatura,outros,Transferência Obrigatória,0.234043,0.765957,0.000000,0.000000,0.846154,104.000000,0.555556,1.000000,5.000000,migrated
20698820132,m,34,não,pública,cic_licenciatura,df,Vestibular,1.000000,0.000000,0.000000,0.600000,1.000000,0.000000,0.000000,0.000000,29.000000,evaded
16138520101,m,31,não,pública,cic_licenciatura,df,Vestibular,1.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,40.000000,migrated
15469120092,m,51,não,particular,engenharia_redes,outros,Vestibular,0.800000,0.200000,0.000000,0.000000,0.500000,4.000000,0.000000,1.000000,40.000000,evaded
8348820012,m,38,não,não informada,cic_licenciatura,outros,Vestibular,0.166667,0.800000,0.033333,4.300000,1.121997,48.000000,0.400000,1.000000,2.000000,evaded
21463620141,m,35,sim,pública,engenharia_computacao,outros,Sisu-Sistema de Seleção Unificada,1.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,12.000000,evaded
17708120111,m,31,não,pública,cic_licenciatura,outros,Portador Diplom Curso Superior,1.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,44.000000,evaded
11107520051,m,35,não,não informada,cic_licenciatura,df,Vestibular,0.392857,0.500000,0.107143,0.000000,0.833333,58.000000,0.300000,1.000000,4.000000,evaded
11384320052,m,32,não,não informada,cic_licenciatura,outros,Vestibular,0.250000,0.750000,0.000000,2.200000,0.911111,60.000000,0.400000,1.000000,9.000000,evaded
8769620021,m,37,não,não informada,cic_licenciatura,outros,Vestibular,0.320000,0.640000,0.040000,0.400000,0.761773,50.000000,0.500000,1.000000,21.000000,evaded
11474320052,m,40,não,não informada,engenharia_redes,outros,Vestibular,0.000000,1.000000,0.000000,3.500000,0.990698,30.000000,1.000000,0.000000,9.000000,evaded
8809220021,m,37,não,não informada,cic_bacharelado,df,Vestibular,0.285714,0.000000,0.714286,0.000000,1.000000,0.000000,0.000000,0.000000,30.000000,evaded
6988520001,m,34,não,não informada,cic_licenciatura,outros,Vestibular,0.875000,0.125000,0.000000,0.000000,0.500000,4.000000,0.000000,1.000000,25.000000,evaded
20738520132,m,36,não,particular,cic_licenciatura,df,Vestibular,1.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,33.000000,evaded
16623020102,m,31,não,pública,cic_licenciatura,outros,Vestibular,0.444444,0.500000,0.055556,0.700000,0.744186,36.000000,0.200000,1.000000,14.000000,evaded
